,d_losses
203,0.2096869945526123
204,0.2591690421104431
205,0.17084148526191711
206,0.2659150958061218
207,0.31503206491470337
208,0.1690872609615326
209,0.27785807847976685
210,0.2842806279659271
211,0.2819446623325348
212,0.1820453256368637
213,0.31480133533477783
214,0.2354086935520172
215,0.2773425579071045
216,0.30949944257736206
217,0.23123115301132202
218,0.2014540135860443
219,0.2695532739162445
220,0.23448053002357483
221,0.25404608249664307
222,0.23672877252101898
223,0.2367340326309204
224,0.34070664644241333
225,0.2780759930610657
226,0.1352013796567917
227,0.4376145005226135
228,0.5669995546340942
229,0.13621872663497925
230,0.2248871773481369
231,0.11622139811515808
232,0.22026675939559937
233,0.2011769711971283
234,0.21451538801193237
235,0.11934983730316162
236,0.1440301537513733
237,0.14793357253074646
238,0.16249386966228485
239,0.14013303816318512
240,0.298121839761734
241,0.7830623984336853
242,1.9039651155471802
243,1.1808180809020996
244,0.38187310099601746
245,0.28518587350845337
246,0.35715028643608093
247,0.33869460225105286
248,0.2715858221054077
249,0.31957775354385376
250,0.32851293683052063
251,0.3795921504497528
252,0.3245263397693634
253,0.4117295742034912
254,0.40753334760665894
255,0.3389876186847687
256,0.13706977665424347
257,0.23269838094711304
258,0.28534501791000366
259,0.25812724232673645
260,0.3756650686264038
261,0.3328462839126587
262,0.5236149430274963
263,1.794330358505249
264,1.414117455482483
265,8.140386581420898
266,1.292601466178894
267,1.9842901229858398
268,0.7664120197296143
269,0.9742390513420105
270,0.426361083984375
271,0.6863507628440857
272,0.2971348166465759
273,0.20730480551719666
274,0.2590939402580261
275,0.49798354506492615
276,1.2343369722366333
277,2.4729039669036865
278,1.199700951576233
279,0.3152191936969757
280,0.49831023812294006
281,0.42538705468177795
282,0.6545654535293579
283,0.8778120875358582
284,1.2863233089447021
285,1.1050070524215698
286,0.6220464706420898
287,0.26929306983947754
288,0.5381040573120117
289,0.4551631808280945
290,0.23490601778030396
291,0.3358170688152313
292,0.3398683965206146
293,0.22550639510154724
294,0.221597820520401
295,0.3185669481754303
296,0.3314923644065857
297,0.39358705282211304
298,0.2882155776023865
299,0.2967066466808319
300,0.20534662902355194
301,0.1906159520149231
302,0.18740224838256836
303,0.22100770473480225
304,0.45510146021842957
305,0.3376510739326477
306,0.7253331542015076
307,1.3936829566955566
308,1.1733931303024292
309,0.22528541088104248
310,1.1524372100830078
311,1.9965765476226807
312,0.8847087025642395
313,1.2672888040542603
314,1.7982478141784668
315,0.3133525550365448
316,0.25921380519866943
317,0.4180199205875397
318,0.3916337490081787
319,0.38108181953430176
320,0.44221484661102295
321,0.5011531114578247
322,0.5759605169296265
323,0.6406158208847046
324,0.5793616771697998
325,1.3600335121154785
326,2.670473337173462
327,0.38908836245536804
328,0.7420486211776733
329,0.6457433104515076
330,0.35193151235580444
331,0.48028364777565
332,0.3215414881706238
333,0.5130922198295593
334,0.8636910319328308
335,1.055211067199707
336,1.1216217279434204
337,1.505329966545105
338,1.9298129081726074
339,1.0645173788070679
340,0.5918724536895752
341,0.5955013036727905
342,0.8733833432197571
343,1.0089969635009766
344,0.5394846796989441
345,0.7542128562927246
346,0.6334061622619629
347,0.48673015832901
348,0.8085471391677856
349,1.5802340507507324
350,1.6397385597229004
351,0.6584004759788513
352,0.6854709386825562
353,0.9204645156860352
354,0.6645932197570801
355,0.48011571168899536
356,0.5440737009048462
357,0.6392589807510376
358,0.6269134879112244
359,0.8134008049964905
360,0.9826478362083435
361,0.9704481363296509
362,0.4077278971672058
363,0.4202498197555542
364,0.5749548673629761
365,0.9763796329498291
366,1.3029636144638062
367,1.1146513223648071
368,1.7248858213424683
369,2.2234270572662354
370,1.4573206901550293
371,0.852769136428833
372,0.4992510974407196
373,0.6728513240814209
374,0.5234313011169434
375,0.832819402217865
376,0.9015587568283081
377,1.0639275312423706
378,0.9175657629966736
379,0.4163975715637207
380,0.626688539981842
381,0.6810365319252014
382,0.6061989068984985
383,0.6319733262062073
384,0.7035961747169495
385,0.7787546515464783
386,1.0658026933670044
387,1.1864932775497437
388,0.8985157608985901
389,0.6243749260902405
390,0.6548756957054138
391,0.5650070309638977
392,0.8850542306900024
393,1.3047316074371338
394,1.6315003633499146
395,1.26142418384552
396,0.7394351959228516
397,0.3867923617362976
398,0.6695271134376526
399,0.9065307378768921
400,1.404118537902832
401,1.3716447353363037
402,2.621399402618408
403,1.8174725770950317
404,1.2722092866897583
405,0.9618083834648132
406,0.7191507816314697
407,0.9203863739967346
408,0.8530650734901428
409,0.693492591381073
410,0.6082277894020081
411,0.8022575974464417
412,0.7859460115432739
413,0.8467094302177429
414,0.8011255264282227
415,0.5541778802871704
416,0.5392075777053833
417,0.5850053429603577
418,0.5287507176399231
419,0.5830808877944946
420,0.48642468452453613
421,0.4643441140651703
422,0.7146428823471069
423,1.2102171182632446
424,2.0569071769714355
425,1.9562890529632568
426,0.8432353734970093
427,0.538483738899231
428,0.5351924896240234
429,0.5796488523483276
430,0.5392853021621704
431,0.5411254167556763
432,0.43858200311660767
433,0.603002667427063
434,0.5228301882743835
435,0.7132096886634827
436,1.0274949073791504
437,1.006522297859192
438,0.8216036558151245
439,0.6956575512886047
440,0.5012091994285583
441,0.5367317199707031
442,0.616173267364502
443,0.7041711807250977
444,0.46042734384536743
445,0.423570841550827
446,0.43496543169021606
447,0.4661904573440552
448,0.45366477966308594
449,0.523159384727478
450,0.5224248170852661
451,0.6715342998504639
452,1.0579825639724731
453,1.323524832725525
454,1.5293068885803223
455,1.0695472955703735
456,0.5358348488807678
457,0.4832567572593689
458,0.70982825756073
459,0.7928870916366577
460,0.6777956485748291
461,0.6647605299949646
462,0.8207903504371643
463,0.9506760239601135
464,0.9719575643539429
465,0.6331623196601868
466,0.5208091139793396
467,0.7126180529594421
468,0.6269478797912598
469,0.629883348941803
470,0.7204937934875488
471,0.5681718587875366
472,0.5214574933052063
473,0.7191599607467651
474,0.5308718681335449
475,0.5220270752906799
476,0.40168899297714233
477,0.39987117052078247
478,0.4269002676010132
479,0.4885612726211548
480,0.6199226975440979
481,0.6556735038757324
482,0.9213199615478516
483,2.0274133682250977
484,2.3468971252441406
485,0.8388203382492065
486,0.589565634727478
487,0.9469987154006958
488,1.4088362455368042
489,1.5210994482040405
490,0.7530966997146606
491,0.45447301864624023
492,0.48588937520980835
493,0.6033278703689575
494,0.5295974016189575
495,0.6971737146377563
496,0.8519968390464783
497,1.020342469215393
498,1.064715027809143
499,0.8725634217262268
500,0.4634361267089844
501,0.4515233039855957
502,0.48348164558410645
503,0.46662580966949463
504,0.5906233787536621
505,0.7147350907325745
506,0.8241820335388184
507,0.6620262861251831
508,0.4373786747455597
509,0.4677511751651764
510,0.5480809211730957
511,0.8728314638137817
512,1.0599875450134277
513,1.9674065113067627
514,1.4685075283050537
515,1.2230852842330933
516,0.9681276082992554
517,0.4601539969444275
518,0.5789839029312134
519,0.5978138446807861
520,0.26115933060646057
521,0.432414710521698
522,0.6273216009140015
523,0.5153490304946899
524,0.7028640508651733
525,0.6753363013267517
526,0.6104636192321777
527,0.5166919231414795
528,0.38894498348236084
529,0.5195955634117126
530,0.6489682793617249
531,0.7439559102058411
532,0.9523556232452393
533,0.7988556027412415
534,0.8946170806884766
535,1.308090090751648
536,1.0402930974960327
537,0.5538917183876038
538,0.4883229732513428
539,0.48172274231910706
540,0.5933312177658081
541,0.5345602035522461
542,0.556805431842804
543,0.8058156371116638
544,1.3665465116500854
545,1.8874398469924927
546,0.619997501373291
547,0.45380541682243347
548,0.5498281717300415
549,0.5742056965827942
550,0.51003497838974
551,0.7577943801879883
552,0.5778375864028931
553,0.4674147069454193
554,0.5428434610366821
555,0.5675939917564392
556,0.8225688934326172
557,0.7838578224182129
558,0.4140847325325012
559,0.46125471591949463
560,0.42922747135162354
561,0.48190444707870483
562,0.3737269341945648
563,0.417418509721756
564,0.45772966742515564
565,0.4426579475402832
566,0.4923461377620697
567,0.3653528690338135
568,0.518393337726593
569,1.0090053081512451
570,2.54764723777771
571,2.0156116485595703
572,1.1791596412658691
573,0.6741633415222168
574,0.7484967708587646
575,0.6657866835594177
576,0.43529802560806274
577,0.5717478394508362
578,0.6856251955032349
579,1.0584661960601807
580,1.250630497932434
581,1.201454520225525
582,0.3514234721660614
583,0.45289063453674316
584,0.5596708655357361
585,0.7835153341293335
586,0.8006017208099365
587,0.7327020168304443
588,0.8954215049743652
589,0.5844393968582153
590,0.43837639689445496
591,0.5742146968841553
592,0.500252366065979
593,0.4294794797897339
594,0.42132896184921265
595,0.4268265664577484
596,0.4320143461227417
597,0.5482581257820129
598,0.3412189185619354
599,0.42026621103286743
600,0.5869300961494446
601,0.49451756477355957
602,0.5338937640190125
603,0.51766037940979
604,0.6489538550376892
605,0.4293057322502136
606,0.3179284930229187
607,0.3840104639530182
608,0.4291241765022278
609,0.5123963356018066
610,0.6381089687347412
611,0.775022029876709
612,0.8971410989761353
613,0.8498349785804749
614,0.6679585576057434
615,0.6410722136497498
616,0.6799024343490601
617,0.6961561441421509
618,0.7307250499725342
619,1.833762764930725
620,1.4322503805160522
621,1.2423293590545654
622,0.4724635183811188
623,0.5878681540489197
624,0.4398944675922394
625,0.4411642551422119
626,0.6151713728904724
627,0.47697365283966064
628,0.4798503816127777
629,0.7543213963508606
630,1.0900077819824219
631,1.2824763059616089
632,1.28618586063385
633,0.6746001839637756
634,0.6484717130661011
635,0.7759302854537964
636,0.9273055195808411
637,1.0515583753585815
638,0.6406450867652893
639,0.4770274758338928
640,0.717556357383728
641,0.8462989926338196
642,0.8892920613288879
643,0.4660339653491974
644,0.4911327362060547
645,0.6031450033187866
646,0.8937579989433289
647,0.8362566232681274
648,0.7289511561393738
649,0.5173913240432739
650,0.28251683712005615
651,0.5387372374534607
652,0.6529042720794678
653,0.6863257884979248
654,0.5434359312057495
655,0.36961716413497925
656,0.5467775464057922
657,0.610542893409729
658,1.1381266117095947
659,1.691691517829895
660,1.5559788942337036
661,0.751535952091217
662,0.7356409430503845
663,1.204666018486023
664,1.053122639656067
665,0.6979404091835022
666,0.6091561317443848
667,1.154639720916748
668,1.5286591053009033
669,1.001461386680603
670,0.5481647253036499
671,0.4084841012954712
672,0.5667092800140381
673,0.43500691652297974
674,0.5060676336288452
675,0.6716887950897217
676,0.5025173425674438
677,0.5461107492446899
678,0.5819927453994751
679,0.37746164202690125
680,0.4077412486076355
681,0.3967413008213043
682,0.374828040599823
683,0.920687198638916
684,0.965550422668457
685,2.8106493949890137
686,2.9285433292388916
687,1.8322951793670654
688,0.9814839363098145
689,0.7291936874389648
690,0.9253894686698914
691,0.8163933157920837
692,0.7579118013381958
693,0.7887917160987854
694,0.5758496522903442
695,0.8992457389831543
696,0.6706827282905579
697,0.7710972428321838
698,0.4971426725387573
699,0.7036651968955994
700,0.7682734131813049
701,0.6487249732017517
702,0.6296641826629639
703,0.6812534332275391
704,1.0206267833709717
705,0.9789534211158752
706,0.6998406648635864
707,0.49012136459350586
708,0.45300614833831787
709,0.5467622876167297
710,0.9182628393173218
711,0.5821366310119629
712,0.49340569972991943
713,0.6792784929275513
714,0.6845604181289673
715,0.5887088179588318
716,0.3900104761123657
717,0.40588581562042236
718,0.5449652671813965
719,0.7172168493270874
720,0.9670831561088562
721,1.0091513395309448
722,0.8110414743423462
723,0.6016991138458252
724,0.5984458923339844
725,0.588426947593689
726,0.7793208956718445
727,1.6096067428588867
728,1.7365751266479492
729,0.6759514808654785
730,0.5571096539497375
731,0.539644181728363
732,1.0875247716903687
733,1.036945104598999
734,0.7715407609939575
735,0.6762276887893677
736,0.7656213641166687
737,0.6224650144577026
738,0.5595176219940186
739,0.7940633296966553
740,0.7403164505958557
741,0.6434984803199768
742,0.43575242161750793
743,0.4045714735984802
744,0.4122459590435028
745,0.4975133240222931
746,0.5278804302215576
747,0.6731995344161987
748,0.8268786668777466
749,0.8273324966430664
750,0.846008837223053
751,0.8632059693336487
752,0.9242198467254639
753,1.1476433277130127
754,1.5547926425933838
755,2.0179810523986816
756,0.7355417609214783
757,1.0475231409072876
758,1.4523324966430664
759,1.596250295639038
760,1.5442179441452026
761,0.7276230454444885
762,0.7105368375778198
763,0.699256420135498
764,0.5056959390640259
765,0.5300207138061523
766,0.8437662124633789
767,0.8580350875854492
768,0.5635921955108643
769,0.5679039359092712
770,0.46269291639328003
771,0.6309566497802734
772,0.7512408494949341
773,0.5586047172546387
774,0.6078195571899414
775,0.5966660380363464
776,0.596453070640564
777,0.5537839531898499
778,0.7884283065795898
779,0.8842656016349792
780,0.6161143779754639
781,0.7047635316848755
782,0.6755517721176147
783,0.7404735684394836
784,0.7842726111412048
785,0.8774951696395874
786,0.6335896253585815
787,0.35770225524902344
788,0.40309232473373413
789,0.49548062682151794
790,0.45467114448547363
791,0.8140966892242432
792,1.1243525743484497
793,1.0422673225402832
794,0.2494080513715744
795,0.43044406175613403
796,0.3386174440383911
797,0.4780948758125305
798,0.5166662931442261
799,0.8869614601135254
800,0.839836835861206
801,0.8139157891273499
802,0.5756855607032776
803,0.7033766508102417
804,0.7924002408981323
805,0.6482206583023071
806,0.5466145873069763
807,0.502111554145813
808,0.5902732014656067
809,0.7683377861976624
810,1.2610626220703125
811,1.1622360944747925
812,1.1930949687957764
813,0.5902414321899414
814,0.4608999490737915
815,0.5289843678474426
816,0.8079131245613098
817,0.9698024988174438
818,0.931286096572876
819,0.5863456130027771
820,0.45281070470809937
821,0.5697897672653198
822,0.5924268364906311
823,0.5533354878425598
824,0.5226991176605225
825,0.561185359954834
826,0.4343525171279907
827,0.4320867955684662
828,0.43865612149238586
829,0.439838707447052
830,0.9994670748710632
831,1.4076857566833496
832,1.885066032409668
833,0.9290003776550293
834,0.5792056918144226
835,0.6404434442520142
836,0.6855623722076416
837,0.6644594669342041
838,0.681255578994751
839,0.9058324098587036
840,0.6945855617523193
841,0.957882285118103
842,0.9307917356491089
843,0.512373685836792
844,0.4181600511074066
845,0.5791398286819458
846,0.4625420570373535
847,0.6163626909255981
848,1.074244499206543
849,1.566580057144165
850,1.1027483940124512
851,0.2997063994407654
852,0.47762832045555115
853,0.6813866496086121
854,0.4995199143886566
855,0.5163141489028931
856,0.8494343161582947
857,0.9290415048599243
858,0.7133108973503113
859,0.9716701507568359
860,0.9747458100318909
861,1.1865345239639282
862,0.909172534942627
863,0.8579347133636475
864,0.5732626914978027
865,0.5806447267532349
866,0.5216302275657654
867,0.6340326070785522
868,0.5641436576843262
869,0.6323404908180237
870,0.7371492385864258
871,0.8075073957443237
872,0.8879764080047607
873,0.8258248567581177
874,0.7229056358337402
875,0.6767539381980896
876,0.3927640914916992
877,0.4904402196407318
878,0.43797168135643005
879,0.5336562991142273
880,0.5898462533950806
881,0.8381468057632446
882,1.3254213333129883
883,1.3026732206344604
884,1.4967163801193237
885,1.0368164777755737
886,0.7869017124176025
887,1.2008534669876099
888,1.1695151329040527
889,1.3194845914840698
890,1.1958086490631104
891,0.8333824872970581
892,0.5506503582000732
893,0.5113998651504517
894,0.7017297744750977
895,0.7439044117927551
896,0.7380391359329224
897,0.707484245300293
898,0.8086547255516052
899,0.7868260145187378
900,0.8755699992179871
901,0.8057000637054443
902,0.746674656867981
903,0.6840344667434692
904,0.581214189529419
905,0.628513514995575
906,0.6968730688095093
907,0.693337619304657
908,0.6025059819221497
909,0.5117020010948181
910,0.46553581953048706
911,0.6066833734512329
912,0.5793561935424805
913,0.8945611715316772
914,1.019894003868103
915,1.148551106452942
916,0.9441137313842773
917,0.6924893856048584
918,0.5845485925674438
919,0.5843918323516846
920,0.5310046672821045
921,0.7496424913406372
922,0.9131023287773132
923,0.852933406829834
924,0.863234281539917
925,0.5882138609886169
926,0.6004236936569214
927,0.6098031401634216
928,0.7627671957015991
929,0.8524042367935181
930,0.7454761266708374
931,0.6590262651443481
932,0.6311948895454407
933,0.6198665499687195
934,0.5544496178627014
935,0.9219915866851807
936,1.0201222896575928
937,1.4280493259429932
938,0.9272453784942627
939,0.7196100354194641
940,0.5772978663444519
941,0.6038488149642944
942,0.5264801979064941
943,0.5977159738540649
944,0.6339684724807739
945,0.7327386140823364
946,0.6710181832313538
947,0.4608444571495056
948,0.6856464147567749
949,0.7809710502624512
950,1.1174415349960327
951,1.8768315315246582
952,1.5775558948516846
953,0.6620475053787231
954,0.540658712387085
955,0.5862573385238647
956,0.7063295841217041
957,0.7451208233833313
958,0.6425142288208008
959,0.8782599568367004
960,0.6093994975090027
961,0.5776281356811523
962,0.5070531368255615
963,0.5975555181503296
964,0.6702773571014404
965,0.6755132675170898
966,0.5985427498817444
967,0.6378679871559143
968,0.5810644626617432
969,0.6443949937820435
970,0.4927198886871338
971,0.46037980914115906
972,0.5175502896308899
973,0.4660765528678894
974,0.43710702657699585
975,0.6011505722999573
976,0.6965988874435425
977,1.0608855485916138
978,0.99931800365448
979,0.864378035068512
980,0.7097649574279785
981,0.6042817831039429
982,0.5826089382171631
983,0.7015334963798523
984,0.5239061117172241
985,0.5323132872581482
986,0.6204836964607239
987,0.7943016290664673
988,1.726969838142395
989,2.2420153617858887
990,0.6716954112052917
991,0.6671350002288818
992,0.8215764164924622
993,0.5413432121276855
994,0.6796326637268066
995,0.9127783179283142
996,1.0356972217559814
997,0.8311200141906738
998,0.4702315628528595
999,0.5069193840026855
1000,0.5885747671127319
1001,0.4942290186882019
1002,0.5827662348747253
1003,0.513319730758667
1004,0.5591026544570923
1005,0.7303235530853271
1006,0.769750714302063
1007,0.724521815776825
1008,0.9957540035247803
1009,1.5655025243759155
1010,1.0701322555541992
1011,0.5680413246154785
1012,0.8081188201904297
1013,1.1027915477752686
1014,1.2364214658737183
1015,1.1795367002487183
1016,0.8843087553977966
1017,0.6324090957641602
1018,0.5015063285827637
1019,0.572902262210846
1020,0.5809140205383301
1021,0.4902709722518921
1022,0.6448291540145874
1023,0.500611424446106
1024,0.6456533670425415
1025,0.8205229043960571
1026,0.7186797261238098
1027,0.8039348125457764
1028,0.6672142148017883
1029,0.6873500347137451
1030,0.4823932349681854
1031,0.5746936202049255
1032,0.5045713186264038
1033,0.7284250259399414
1034,0.8811522722244263
1035,0.6715103983879089
1036,0.6576629877090454
1037,0.6367882490158081
1038,0.6443781852722168
1039,0.4463052749633789
1040,0.5880933403968811
1041,0.6314462423324585
1042,0.6055243015289307
1043,0.8576480746269226
1044,0.938876748085022
1045,1.509069561958313
1046,1.1758064031600952
1047,0.5691614151000977
1048,0.6298515796661377
1049,0.5404688119888306
1050,0.675288736820221
1051,0.6170566082000732
1052,0.7878388166427612
1053,0.6052201986312866
1054,0.6291795969009399
1055,0.4674457311630249
1056,0.48795777559280396
1057,0.5638527274131775
1058,0.7652838230133057
1059,0.8943285942077637
1060,0.6701833605766296
1061,0.7099388837814331
1062,0.8326915502548218
1063,0.6694723963737488
1064,0.8348670601844788
1065,0.7850829362869263
1066,0.8079594969749451
1067,0.8428752422332764
1068,0.769203245639801
1069,0.8059763312339783
1070,0.6133657693862915
1071,0.6645172834396362
1072,0.5513589382171631
1073,0.6944336891174316
1074,0.764000415802002
1075,0.5856985449790955
1076,0.5301193594932556
1077,0.44263339042663574
1078,0.6071232557296753
1079,0.5676128268241882
1080,0.5409136414527893
1081,0.5413119792938232
1082,0.7577656507492065
1083,0.9052038788795471
1084,1.092600703239441
1085,0.8287609815597534
1086,0.7894425988197327
1087,0.8644701838493347
1088,0.6604818105697632
1089,0.4772716164588928
1090,0.47511613368988037
1091,1.041027545928955
1092,1.271470546722412
1093,2.012028932571411
1094,1.007062554359436
1095,0.5842892527580261
1096,0.6028358936309814
1097,0.6543000936508179
1098,0.9597703218460083
1099,1.2760924100875854
1100,1.483986258506775
1101,0.7793017625808716
1102,0.5413817167282104
1103,0.6037944555282593
1104,0.8236180543899536
1105,0.8086525201797485
1106,0.8566334247589111
1107,0.6414594054222107
1108,0.564934253692627
1109,0.5825718641281128
1110,0.561018705368042
1111,0.7307062149047852
1112,0.552062451839447
1113,0.6610482931137085
1114,0.5740582942962646
1115,0.5776680707931519
1116,0.7598092555999756
1117,0.846487283706665
1118,0.7794836163520813
1119,0.7552919387817383
1120,0.7848984003067017
1121,0.6345319747924805
1122,0.6649866700172424
1123,0.5581234097480774
1124,0.5450774431228638
1125,0.516704797744751
1126,0.606310248374939
1127,0.6178888082504272
1128,0.579388439655304
1129,0.674126148223877
1130,0.7347745299339294
1131,0.7495341300964355
1132,0.5798428058624268
1133,0.40730518102645874
1134,0.7022993564605713
1135,0.6092901825904846
1136,0.8092538118362427
1137,0.9653952121734619
1138,1.061601996421814
1139,0.7506786584854126
1140,0.612534761428833
1141,0.5013536810874939
1142,0.5875548124313354
1143,0.5660082101821899
1144,0.5112203359603882
1145,0.6602001786231995
1146,0.7774842977523804
1147,1.3441611528396606
1148,1.8073968887329102
1149,0.8847380876541138
1150,0.5587338805198669
1151,0.6998668313026428
1152,0.952170193195343
1153,0.8592538237571716
1154,0.7272719144821167
1155,0.4761611819267273
1156,0.6329160928726196
1157,0.5914941430091858
1158,0.6208040714263916
1159,0.6544317007064819
1160,0.5093137621879578
1161,0.5703207850456238
1162,0.6291688084602356
1163,0.5572139024734497
1164,0.7529757618904114
1165,0.5724900960922241
1166,0.6066721081733704
1167,0.4439958333969116
1168,0.5599861145019531
1169,0.4396873414516449
1170,0.5227258801460266
1171,0.523759126663208
1172,0.5518155694007874
1173,0.7727067470550537
1174,1.0206475257873535
1175,0.9817246198654175
1176,0.6235547661781311
1177,0.6473393440246582
1178,0.5345972776412964
1179,0.45489999651908875
1180,0.6049744486808777
1181,0.5562357902526855
1182,0.4854685068130493
1183,0.5148285627365112
1184,0.4949781596660614
1185,0.578284502029419
1186,0.6413835883140564
1187,1.2470029592514038
1188,1.8090821504592896
1189,1.1169999837875366
1190,0.5103157758712769
1191,0.529098629951477
1192,0.6974719166755676
1193,0.7885173559188843
1194,0.8251557946205139
1195,0.7617300152778625
1196,0.793655276298523
1197,0.7133873701095581
1198,0.778964102268219
1199,1.3236548900604248
1200,1.294950246810913
1201,0.5808972120285034
1202,0.5242066383361816
1203,0.9443831443786621
1204,0.9248645305633545
1205,0.779260516166687
1206,0.4724428653717041
1207,0.5546145439147949
1208,0.6860973834991455
1209,0.7007743716239929
1210,0.6097116470336914
1211,0.460330992937088
1212,0.8026818037033081
1213,1.509945273399353
1214,1.2220306396484375
1215,0.7990210652351379
1216,0.5101865530014038
1217,0.6335204839706421
1218,0.5830970406532288
1219,0.6504257917404175
1220,0.749090313911438
1221,0.8024449348449707
1222,0.6541837453842163
1223,0.8737688660621643
1224,1.1346707344055176
1225,1.682617425918579
1226,1.6996674537658691
1227,0.8467056751251221
1228,0.7416465282440186
1229,0.6465927362442017
1230,0.9511948823928833
1231,0.9204280376434326
1232,0.695875883102417
1233,0.6068916320800781
1234,0.45543110370635986
1235,0.5410499572753906
1236,0.653417706489563
1237,0.6041836738586426
1238,0.6912044286727905
1239,0.6295286417007446
1240,0.7572919726371765
1241,0.6706802845001221
1242,0.8682929277420044
1243,0.8437500596046448
1244,0.6568806171417236
1245,0.4392493665218353
1246,0.46530523896217346
1247,0.49865514039993286
1248,0.5935525894165039
1249,0.8713374137878418
1250,1.0239065885543823
1251,1.0743225812911987
1252,0.7801961898803711
1253,0.634591281414032
1254,0.5329794883728027
1255,0.6301416158676147
1256,0.8895714282989502
1257,1.3149995803833008
1258,0.781165599822998
1259,0.6238593459129333
1260,0.6686105728149414
