,g_losses
838,2.6153573989868164
839,2.2264649868011475
840,4.566277503967285
841,1.4459787607192993
842,4.637919902801514
843,3.575835704803467
844,2.2261648178100586
845,3.837413787841797
846,3.3587613105773926
847,2.303176164627075
848,5.351149082183838
849,1.0904464721679688
850,5.130853652954102
851,5.044816017150879
852,2.2662854194641113
853,3.7762768268585205
854,3.8314156532287598
855,2.6085898876190186
856,2.4703524112701416
857,3.413037061691284
858,2.081294536590576
859,4.435464859008789
860,1.2797662019729614
861,4.510616779327393
862,1.8831136226654053
863,3.427107334136963
864,2.5993926525115967
865,2.433985710144043
866,2.83535099029541
867,2.572436809539795
868,2.891378402709961
869,2.1924595832824707
870,4.093809604644775
871,1.4887460470199585
872,4.154616355895996
873,1.499530553817749
874,3.819704532623291
875,2.9793572425842285
876,2.7869439125061035
877,2.8832833766937256
878,2.6182351112365723
879,3.8002326488494873
880,2.085082769393921
881,5.056931495666504
882,0.9098345637321472
883,5.516208648681641
884,1.3848519325256348
885,4.30918025970459
886,1.919478416442871
887,4.265019416809082
888,0.9026122093200684
889,4.59837532043457
890,1.6983437538146973
891,3.3057117462158203
892,2.9984030723571777
893,2.374298095703125
894,4.357405662536621
895,1.9949009418487549
896,4.310286998748779
897,2.737765073776245
898,3.0731258392333984
899,4.234220504760742
900,1.7130639553070068
901,4.366232872009277
902,2.360856294631958
903,3.5619373321533203
904,2.584423780441284
905,3.2194392681121826
906,2.418283224105835
907,4.278383255004883
908,2.5202796459198
909,3.9890522956848145
910,2.947866916656494
911,2.4371585845947266
912,4.930867671966553
913,1.2928117513656616
914,4.938953876495361
915,1.3385988473892212
916,4.273215293884277
917,2.312857151031494
918,3.279691219329834
919,2.3053293228149414
920,3.329620838165283
921,1.6730402708053589
922,4.298048973083496
923,2.117297410964966
924,3.828124523162842
925,2.6825547218322754
926,2.6562623977661133
927,3.850053071975708
928,1.6757150888442993
929,4.518853187561035
930,2.056366205215454
931,4.081240177154541
932,2.6073052883148193
933,2.3287100791931152
934,3.055621385574341
935,1.440448522567749
936,5.659682273864746
937,1.7392497062683105
938,3.8680026531219482
939,2.6207737922668457
940,2.8756675720214844
941,2.5503947734832764
942,3.3100414276123047
943,2.5684332847595215
944,2.5217578411102295
945,2.782705783843994
946,2.1724681854248047
947,3.8688952922821045
948,1.844081997871399
949,4.1491217613220215
950,0.6192417144775391
951,6.158515453338623
952,2.234546422958374
953,2.4427435398101807
954,3.29744029045105
955,2.1823196411132812
956,2.802828311920166
957,2.0136687755584717
958,3.364800214767456
959,1.7268129587173462
960,4.124663829803467
961,2.474597692489624
962,2.5452451705932617
963,3.4234724044799805
964,1.9745488166809082
965,3.0303726196289062
966,2.536508083343506
967,3.929924488067627
968,2.361598014831543
969,3.624073028564453
970,2.6879031658172607
971,3.281709671020508
972,3.2401137351989746
973,3.2295732498168945
974,2.6538429260253906
975,3.8768773078918457
976,1.6140756607055664
977,5.186328887939453
978,1.9868665933609009
979,3.8245322704315186
980,2.2431533336639404
981,3.6364552974700928
982,2.3300588130950928
983,3.1094441413879395
984,3.2958884239196777
985,2.827772855758667
986,3.688518524169922
987,0.910742998123169
988,7.103658676147461
989,2.2917096614837646
990,3.51911997795105
991,1.7301000356674194
992,3.70617413520813
993,2.808687210083008
994,1.9428677558898926
995,4.911740779876709
996,1.8809093236923218
997,3.3268423080444336
998,3.1494498252868652
999,2.3879714012145996
1000,3.1813080310821533
1001,2.940186023712158
1002,2.663343906402588
1003,3.2972445487976074
1004,3.043360710144043
1005,2.6579885482788086
1006,2.3136818408966064
1007,5.096155166625977
1008,1.1088345050811768
1009,5.426271915435791
1010,2.7021615505218506
1011,2.4350833892822266
1012,4.495504856109619
1013,1.152299404144287
1014,4.594851493835449
1015,1.7726672887802124
1016,3.590944766998291
1017,2.972881317138672
1018,2.5087130069732666
1019,4.022223472595215
1020,2.392925977706909
1021,2.3993589878082275
1022,3.0103039741516113
1023,3.215183973312378
1024,1.6791514158248901
1025,3.77275013923645
1026,2.0055160522460938
1027,3.4738142490386963
1028,2.1367127895355225
1029,2.6990621089935303
1030,3.494849443435669
1031,2.6299493312835693
1032,4.048794746398926
1033,1.6532284021377563
1034,3.951432943344116
1035,1.8241304159164429
1036,4.156772613525391
1037,1.9468637704849243
1038,3.4214179515838623
1039,2.8486533164978027
1040,2.559605836868286
1041,2.8208484649658203
1042,2.255263328552246
1043,4.527317523956299
1044,0.9269548058509827
1045,5.904662132263184
1046,2.2447636127471924
1047,2.775966167449951
1048,3.693960189819336
1049,2.3315389156341553
1050,3.0175905227661133
1051,2.7339696884155273
1052,2.2792224884033203
1053,3.0197887420654297
1054,2.737460136413574
1055,3.426328182220459
1056,2.4387407302856445
1057,3.791551113128662
1058,1.2319531440734863
1059,4.303156852722168
1060,2.156141996383667
1061,3.69120717048645
1062,1.9316461086273193
1063,3.9244329929351807
1064,1.5405787229537964
1065,5.031211853027344
1066,1.8293299674987793
1067,5.087049961090088
1068,1.6694661378860474
1069,4.27838134765625
1070,2.683175563812256
1071,3.2752397060394287
1072,2.9687209129333496
1073,1.850574254989624
1074,4.324886798858643
1075,2.432046890258789
1076,3.3089067935943604
1077,3.3761277198791504
1078,2.406695604324341
1079,3.6532652378082275
1080,2.6398563385009766
1081,3.3969943523406982
1082,1.3997262716293335
1083,5.82965087890625
1084,1.616679072380066
1085,4.567971229553223
1086,1.5686683654785156
1087,4.289181232452393
1088,2.2443532943725586
1089,2.8446288108825684
1090,3.4105844497680664
1091,1.0953034162521362
1092,5.8661274909973145
1093,1.0523815155029297
1094,4.424991607666016
1095,2.5837106704711914
1096,2.6854357719421387
1097,3.286543130874634
1098,1.1532018184661865
1099,4.779253959655762
1100,1.2876323461532593
1101,3.186471939086914
1102,3.4361441135406494
1103,2.582502841949463
1104,2.4638774394989014
1105,3.4346611499786377
1106,2.107248067855835
1107,2.564574956893921
1108,2.7832837104797363
1109,3.1587963104248047
1110,2.0514912605285645
1111,3.3331832885742188
1112,2.4870715141296387
1113,2.6974401473999023
1114,3.16029953956604
1115,1.990751028060913
1116,4.787970542907715
1117,1.8216021060943604
1118,3.954861879348755
1119,2.0786216259002686
1120,4.341530799865723
1121,2.2179994583129883
1122,3.5399656295776367
1123,2.4926469326019287
1124,3.754180908203125
1125,2.7862210273742676
1126,2.515166759490967
1127,3.8469033241271973
1128,2.2885029315948486
1129,4.322666168212891
1130,1.7734549045562744
1131,4.1039276123046875
1132,2.5177056789398193
1133,2.8553738594055176
1134,2.422779083251953
1135,3.5311765670776367
1136,1.4400562047958374
1137,5.138347148895264
1138,1.6277143955230713
1139,4.118641376495361
1140,2.459441661834717
1141,3.381399631500244
1142,2.212655782699585
1143,3.395711660385132
1144,2.50219988822937
1145,3.5535991191864014
1146,1.1736085414886475
1147,6.335990905761719
1148,1.6200201511383057
1149,3.1789515018463135
1150,3.588876247406006
1151,1.3772751092910767
1152,4.81684684753418
1153,2.0484750270843506
1154,3.5596694946289062
1155,3.110478401184082
1156,2.0412073135375977
1157,3.570939302444458
1158,2.2797763347625732
1159,3.7888147830963135
1160,2.749622344970703
1161,2.545644760131836
1162,3.6067442893981934
1163,2.3738510608673096
1164,3.721696615219116
1165,2.4133734703063965
1166,3.072704315185547
1167,2.7553563117980957
1168,3.1148386001586914
1169,2.870450019836426
1170,2.507423162460327
1171,3.3153328895568848
1172,2.1600887775421143
1173,4.236706733703613
1174,0.9920392632484436
1175,5.0600080490112305
1176,2.244865894317627
1177,3.6830241680145264
1178,2.505054235458374
1179,3.336742877960205
1180,2.6125776767730713
1181,2.782280921936035
1182,2.8794145584106445
1183,3.1579408645629883
1184,2.4671027660369873
1185,3.8266704082489014
1186,1.1903338432312012
1187,6.997979640960693
1188,1.1034871339797974
1189,4.242595195770264
1190,2.840080976486206
1191,2.346320152282715
1192,3.394876480102539
1193,1.3259174823760986
1194,4.301929473876953
1195,2.1057932376861572
1196,3.449181318283081
1197,2.0570130348205566
1198,4.368399143218994
1199,0.8990755081176758
1200,4.822499752044678
1201,3.427034854888916
1202,2.0577290058135986
1203,4.262968063354492
1204,1.832391619682312
1205,3.549107551574707
1206,3.3818318843841553
1207,2.0788991451263428
1208,3.9218907356262207
1209,2.274129867553711
1210,2.6297104358673096
1211,4.200343608856201
1212,1.217532992362976
1213,5.612982273101807
1214,1.787035584449768
1215,3.9607200622558594
1216,3.281032085418701
1217,2.622525930404663
1218,3.427719831466675
1219,2.228026866912842
1220,3.645240545272827
1221,2.3271257877349854
1222,4.649773120880127
1223,1.3532195091247559
1224,6.101478099822998
1225,1.1627795696258545
1226,4.976816177368164
1227,2.094252109527588
1228,2.8855934143066406
1229,2.779975175857544
1230,1.7374343872070312
1231,3.320272445678711
1232,2.185060977935791
1233,2.7171645164489746
1234,3.18351411819458
1235,3.098693609237671
1236,2.7419345378875732
1237,2.902355909347534
1238,1.9236193895339966
1239,3.4345951080322266
1240,1.743213415145874
1241,4.172407627105713
1242,1.48772132396698
1243,4.211904048919678
1244,2.6922430992126465
1245,2.535419464111328
1246,2.908172130584717
1247,3.126908302307129
1248,3.7513859272003174
1249,1.5446454286575317
1250,4.493478298187256
1251,1.4967504739761353
1252,4.26178503036499
1253,2.245311737060547
1254,2.613637924194336
1255,3.498023748397827
1256,1.0616875886917114
1257,4.896107196807861
1258,3.0012869834899902
1259,2.450721025466919
1260,3.3491594791412354
1261,3.5988447666168213
1262,2.130763530731201
1263,3.856334924697876
1264,2.0770983695983887
1265,3.017998695373535
1266,2.724372148513794
1267,2.72334361076355
1268,3.8134987354278564
1269,1.8336981534957886
1270,3.529517650604248
1271,2.19521427154541
1272,4.591663360595703
1273,2.414024829864502
1274,3.677755832672119
1275,3.717118263244629
1276,2.5105462074279785
1277,2.9634523391723633
1278,2.431143045425415
1279,4.204671859741211
1280,1.9712166786193848
1281,4.141297817230225
1282,2.59814190864563
1283,3.125908613204956
1284,3.0708489418029785
1285,3.3856773376464844
1286,2.4974660873413086
1287,2.3924481868743896
1288,4.116704940795898
1289,1.4175965785980225
1290,4.851422309875488
1291,2.0301241874694824
1292,3.713071823120117
1293,2.894932270050049
1294,2.8840620517730713
1295,2.948551654815674
1296,3.141275644302368
1297,3.213369607925415
1298,3.142010450363159
1299,1.7052675485610962
1300,5.64309549331665
1301,1.2661041021347046
1302,5.297996997833252
1303,0.5760990381240845
1304,6.467655658721924
1305,1.7993782758712769
1306,2.186671018600464
1307,3.738377809524536
1308,2.171128273010254
1309,2.4655818939208984
1310,2.6975271701812744
